reasoning_regime,model,budget,firm_key,c4_strict_usable,gate_applied
BASELINE,GPT,BINF,254490::2024,True,False
BASELINE,GPT,BINF,255440::2024,True,False
BASELINE,GPT,BINF,256940::2024,True,False
BASELINE,GPT,BINF,258790::2024,True,False
BASELINE,GPT,BINF,259630::2024,False,True
BASELINE,GPT,BINF,262260::2024,True,False
BASELINE,GPT,BINF,263020::2024,True,False
BASELINE,GPT,BINF,263770::2024,True,False
BASELINE,GPT,BINF,263920::2024,True,False
BASELINE,GPT,BINF,264450::2024,True,False
BASELINE,GPT,BINF,265520::2024,True,False
BASELINE,GPT,BINF,265740::2024,False,True
BASELINE,GPT,BINF,267080::2024,True,False
BASELINE,GPT,BINF,267850::2024,True,False
BASELINE,GPT,BINF,269620::2024,True,False
BASELINE,GPT,BINF,270870::2024,True,False
BASELINE,GPT,BINF,271830::2024,True,False
BASELINE,GPT,BINF,272110::2024,True,False
BASELINE,GPT,BINF,275630::2024,True,False
BASELINE,GPT,BINF,277410::2024,True,False
BASELINE,GPT,BINF,277810::2024,True,False
BASELINE,GPT,BINF,281740::2024,False,True
BASELINE,GPT,BINF,281820::2024,False,True
BASELINE,GPT,BINF,282330::2024,True,False
BASELINE,GPT,BINF,288620::2024,True,False
BASELINE,GPT,BINF,289220::2024,True,False
BASELINE,GPT,BINF,290560::2024,True,False
BASELINE,GPT,BINF,290720::2024,True,False
BASELINE,GPT,BINF,294140::2024,False,True
BASELINE,GPT,BINF,294570::2024,True,False
BASELINE,GPT,BINF,297090::2024,True,False
BASELINE,GPT,BINF,297890::2024,True,False
BASELINE,GPT,BINF,298000::2024,True,False
BASELINE,GPT,BINF,298020::2024,True,False
BASELINE,GPT,BINF,298690::2024,False,True
BASELINE,GPT,BINF,298830::2024,True,False
BASELINE,GPT,BINF,299900::2024,False,True
BASELINE,GPT,BINF,302440::2024,True,False
BASELINE,GPT,BINF,303530::2024,True,False
BASELINE,GPT,BINF,306040::2024,True,False
BASELINE,GPT,BINF,307280::2024,False,True
BASELINE,GPT,BINF,307870::2024,True,False
BASELINE,GPT,BINF,307950::2024,False,True
BASELINE,GPT,BINF,308170::2024,True,False
BASELINE,GPT,BINF,310870::2024,True,False
BASELINE,GPT,BINF,311390::2024,False,True
BASELINE,GPT,BINF,314140::2024,False,True
BASELINE,GPT,BINF,317120::2024,True,False
BASELINE,GPT,BINF,317240::2024,True,False
BASELINE,GPT,BINF,317330::2024,True,False
BASELINE,GPT,BINF,317400::2024,True,False
BASELINE,GPT,BINF,317770::2024,True,False
BASELINE,GPT,BINF,317830::2024,False,True
BASELINE,GPT,BINF,317850::2024,False,True
BASELINE,GPT,BINF,318160::2024,False,True
BASELINE,GPT,BINF,319400::2024,True,False
BASELINE,GPT,BINF,320000::2024,True,False
BASELINE,GPT,BINF,321820::2024,True,False
BASELINE,GPT,BINF,328380::2024,True,False
BASELINE,GPT,BINF,332290::2024,False,True
BASELINE,GPT,BINF,332570::2024,True,False
BASELINE,GPT,BINF,333620::2024,True,False
BASELINE,GPT,BINF,335870::2024,True,False
BASELINE,GPT,BINF,339770::2024,False,True
BASELINE,GPT,BINF,347000::2024,True,False
BASELINE,GPT,BINF,348340::2024,True,False
BASELINE,GPT,BINF,352090::2024,False,True
BASELINE,GPT,BINF,352700::2024,False,True
BASELINE,GPT,BINF,353190::2024,True,False
BASELINE,GPT,BINF,353590::2024,False,True
BASELINE,GPT,BINF,354320::2024,True,False
BASELINE,GPT,BINF,354390::2024,True,False
BASELINE,GPT,BINF,355390::2024,False,True
BASELINE,GPT,BINF,357230::2024,True,False
BASELINE,GPT,BINF,357580::2024,True,False
BASELINE,GPT,BINF,360350::2024,True,False
BASELINE,GPT,BINF,362990::2024,False,True
BASELINE,GPT,BINF,368600::2024,False,True
BASELINE,GPT,BINF,370090::2024,True,False
BASELINE,GPT,BINF,372910::2024,False,True
BASELINE,GPT,BINF,373170::2024,True,False
BASELINE,GPT,BINF,373200::2024,True,False
BASELINE,GPT,BINF,377220::2024,True,False
BASELINE,GPT,BINF,378340::2024,True,False
BASELINE,GPT,BINF,381620::2024,True,False
BASELINE,GPT,BINF,382480::2024,True,False
BASELINE,GPT,BINF,382800::2024,False,True
BASELINE,GPT,BINF,382840::2024,True,False
BASELINE,GPT,BINF,383310::2024,True,False
BASELINE,GPT,BINF,388050::2024,True,False
BASELINE,GPT,BINF,389680::2024,True,False
BASELINE,GPT,BINF,391710::2024,True,False
BASELINE,GPT,BINF,393210::2024,False,True
BASELINE,GPT,BINF,398120::2024,True,False
BASELINE,GPT,BINF,399720::2024,True,False
BASELINE,GPT,BINF,403490::2024,True,False
BASELINE,GPT,BINF,406820::2024,True,False
BASELINE,GPT,BINF,415380::2024,True,False
BASELINE,GPT,BINF,417200::2024,True,False
BASELINE,GPT,BINF,419050::2024,True,False
BASELINE,GPT,BINF,419080::2024,False,True
BASELINE,GPT,BINF,419530::2024,True,False
BASELINE,GPT,BINF,420570::2024,True,False
BASELINE,GPT,BINF,430690::2024,True,False
BASELINE,GPT,BINF,432980::2024,True,False
BASELINE,GPT,BINF,439090::2024,False,True
BASELINE,GPT,BINF,439580::2024,True,False
BASELINE,GPT,BINF,444530::2024,False,True
BASELINE,GPT,BINF,448710::2024,False,True
BASELINE,GPT,BINF,450080::2024,True,False
BASELINE,GPT,BINF,450520::2024,True,False
BASELINE,GPT,BINF,451250::2024,True,False
BASELINE,GPT,BINF,452160::2024,True,False
BASELINE,GPT,BINF,452190::2024,True,False
BASELINE,GPT,BINF,452280::2024,True,False
BASELINE,GPT,BINF,456700::2024,True,False
BASELINE,GPT,BINF,457370::2024,True,False
BASELINE,GPT,BINF,457550::2024,False,True
BASELINE,GPT,BINF,457600::2024,False,True
BASELINE,GPT,BINF,460930::2024,True,False
BASELINE,GPT,BINF,469750::2024,True,False
BASELINE,GPT,BINF,475580::2024,True,False
BASELINE,GPT,BINF,475660::2024,True,False
BASELINE,GPT,BINF,476080::2024,True,False
BASELINE,GPT,BINF,478560::2024,False,True
BASELINE,GPT,BINF,479960::2024,True,False
HIGH,GEMINI,B1,000020::2024,True,False
HIGH,GEMINI,B1,000100::2024,True,False
HIGH,GEMINI,B1,000250::2024,True,False
HIGH,GEMINI,B1,000670::2024,True,False
HIGH,GEMINI,B1,000680::2024,True,False
HIGH,GEMINI,B1,000700::2024,True,False
HIGH,GEMINI,B1,000860::2024,True,False
HIGH,GEMINI,B1,000990::2024,True,False
HIGH,GEMINI,B1,001060::2024,True,False
HIGH,GEMINI,B1,001120::2024,True,False
HIGH,GEMINI,B1,001210::2024,True,False
HIGH,GEMINI,B1,001230::2024,True,False
HIGH,GEMINI,B1,001340::2024,True,False
HIGH,GEMINI,B1,001540::2024,True,False
HIGH,GEMINI,B1,001560::2024,True,False
HIGH,GEMINI,B1,001620::2024,True,False
HIGH,GEMINI,B1,001740::2024,True,False
HIGH,GEMINI,B1,001780::2024,True,False
HIGH,GEMINI,B1,001940::2024,True,False
HIGH,GEMINI,B1,002150::2024,True,False
HIGH,GEMINI,B1,002240::2024,True,False
HIGH,GEMINI,B1,002380::2024,True,False
HIGH,GEMINI,B1,002410::2024,True,False
HIGH,GEMINI,B1,002630::2024,True,False
HIGH,GEMINI,B1,002690::2024,True,False
HIGH,GEMINI,B1,002780::2024,True,False
HIGH,GEMINI,B1,002900::2024,True,False
HIGH,GEMINI,B1,002990::2024,True,False
HIGH,GEMINI,B1,003010::2024,True,False
HIGH,GEMINI,B1,003160::2024,True,False
HIGH,GEMINI,B1,003220::2024,True,False
HIGH,GEMINI,B1,003380::2024,True,False
HIGH,GEMINI,B1,003800::2024,True,False
HIGH,GEMINI,B1,003850::2024,True,False
HIGH,GEMINI,B1,004090::2024,True,False
HIGH,GEMINI,B1,004310::2024,True,False
HIGH,GEMINI,B1,004430::2024,True,False
HIGH,GEMINI,B1,004800::2024,True,False
HIGH,GEMINI,B1,004840::2024,True,False
HIGH,GEMINI,B1,005030::2024,True,False
HIGH,GEMINI,B1,005160::2024,True,False
HIGH,GEMINI,B1,005180::2024,True,False
HIGH,GEMINI,B1,005320::2024,True,False
HIGH,GEMINI,B1,005380::2024,True,False
HIGH,GEMINI,B1,005430::2024,True,False
HIGH,GEMINI,B1,005750::2024,True,False
HIGH,GEMINI,B1,005820::2024,True,False
HIGH,GEMINI,B1,005850::2024,True,False
HIGH,GEMINI,B1,005870::2024,True,False
HIGH,GEMINI,B1,005880::2024,True,False
HIGH,GEMINI,B1,005950::2024,True,False
HIGH,GEMINI,B1,005960::2024,True,False
HIGH,GEMINI,B1,006140::2024,True,False
HIGH,GEMINI,B1,006280::2024,True,False
HIGH,GEMINI,B1,006490::2024,True,False
HIGH,GEMINI,B1,006620::2024,True,False
HIGH,GEMINI,B1,006890::2024,True,False
HIGH,GEMINI,B1,007120::2024,True,False
HIGH,GEMINI,B1,007390::2024,True,False
HIGH,GEMINI,B1,007680::2024,True,False
HIGH,GEMINI,B1,007770::2024,True,False
HIGH,GEMINI,B1,007820::2024,True,False
HIGH,GEMINI,B1,008040::2024,True,False
HIGH,GEMINI,B1,008350::2024,True,False
HIGH,GEMINI,B1,009180::2024,True,False
HIGH,GEMINI,B1,009200::2024,True,False
HIGH,GEMINI,B1,009310::2024,True,False
HIGH,GEMINI,B1,009320::2024,True,False
HIGH,GEMINI,B1,009450::2024,True,False
HIGH,GEMINI,B1,009520::2024,True,False
HIGH,GEMINI,B1,009540::2024,True,False
HIGH,GEMINI,B1,009580::2024,True,False
HIGH,GEMINI,B1,009620::2024,True,False
HIGH,GEMINI,B1,010060::2024,True,False
HIGH,GEMINI,B1,010130::2024,True,False
HIGH,GEMINI,B1,010140::2024,True,False
HIGH,GEMINI,B1,010170::2024,True,False
HIGH,GEMINI,B1,010240::2024,True,False
HIGH,GEMINI,B1,010280::2024,True,False
HIGH,GEMINI,B1,010690::2024,True,False
HIGH,GEMINI,B1,011040::2024,True,False
HIGH,GEMINI,B1,011200::2024,True,False
HIGH,GEMINI,B1,011230::2024,True,False
HIGH,GEMINI,B1,011370::2024,True,False
HIGH,GEMINI,B1,011420::2024,True,False
HIGH,GEMINI,B1,011760::2024,True,False
HIGH,GEMINI,B1,012330::2024,True,False
HIGH,GEMINI,B1,012340::2024,True,False
HIGH,GEMINI,B1,012510::2024,True,False
HIGH,GEMINI,B1,012750::2024,True,False
HIGH,GEMINI,B1,013030::2024,True,False
HIGH,GEMINI,B1,013120::2024,True,False
HIGH,GEMINI,B1,013360::2024,True,False
HIGH,GEMINI,B1,013700::2024,True,False
HIGH,GEMINI,B1,013720::2024,True,False
HIGH,GEMINI,B1,013810::2024,True,False
HIGH,GEMINI,B1,013870::2024,True,False
HIGH,GEMINI,B1,014190::2024,True,False
HIGH,GEMINI,B1,014200::2024,True,False
HIGH,GEMINI,B1,014530::2024,True,False
HIGH,GEMINI,B1,014580::2024,True,False
HIGH,GEMINI,B1,014830::2024,True,False
HIGH,GEMINI,B1,014970::2024,True,False
HIGH,GEMINI,B1,015230::2024,True,False
HIGH,GEMINI,B1,015710::2024,True,False
HIGH,GEMINI,B1,015890::2024,True,False
HIGH,GEMINI,B1,016100::2024,True,False
HIGH,GEMINI,B1,016450::2024,True,False
HIGH,GEMINI,B1,016740::2024,True,False
HIGH,GEMINI,B1,016880::2024,False,True
HIGH,GEMINI,B1,017000::2024,True,False
HIGH,GEMINI,B1,017250::2024,True,False
HIGH,GEMINI,B1,017390::2024,True,False
HIGH,GEMINI,B1,017480::2024,True,False
HIGH,GEMINI,B1,017550::2024,True,False
HIGH,GEMINI,B1,017890::2024,True,False
HIGH,GEMINI,B1,017960::2024,True,False
HIGH,GEMINI,B1,018000::2024,True,False
HIGH,GEMINI,B1,018290::2024,True,False
HIGH,GEMINI,B1,018310::2024,True,False
HIGH,GEMINI,B1,019540::2024,True,False
HIGH,GEMINI,B1,021650::2024,True,False
HIGH,GEMINI,B1,023350::2024,True,False
HIGH,GEMINI,B1,023410::2024,True,False
HIGH,GEMINI,B1,025540::2024,True,False
HIGH,GEMINI,B1,025620::2024,True,False
HIGH,GEMINI,B1,025900::2024,False,True
HIGH,GEMINI,B1,026960::2024,True,False
HIGH,GEMINI,B1,027050::2024,True,False
HIGH,GEMINI,B1,028050::2024,True,False
HIGH,GEMINI,B1,028100::2024,True,False
HIGH,GEMINI,B1,028670::2024,True,False
HIGH,GEMINI,B1,029460::2024,True,False
HIGH,GEMINI,B1,029960::2024,True,False
HIGH,GEMINI,B1,030530::2024,True,False
HIGH,GEMINI,B1,030960::2024,True,False
HIGH,GEMINI,B1,031310::2024,True,False
HIGH,GEMINI,B1,031820::2024,True,False
HIGH,GEMINI,B1,032080::2024,True,False
HIGH,GEMINI,B1,032560::2024,True,False
HIGH,GEMINI,B1,032620::2024,True,False
HIGH,GEMINI,B1,032790::2024,True,False
HIGH,GEMINI,B1,032940::2024,True,False
HIGH,GEMINI,B1,033050::2024,True,False
HIGH,GEMINI,B1,033100::2024,True,False
HIGH,GEMINI,B1,033160::2024,True,False
HIGH,GEMINI,B1,033200::2024,True,False
HIGH,GEMINI,B1,033250::2024,True,False
HIGH,GEMINI,B1,033320::2024,True,False
HIGH,GEMINI,B1,033500::2024,True,False
HIGH,GEMINI,B1,033530::2024,True,False
HIGH,GEMINI,B1,033540::2024,True,False
HIGH,GEMINI,B1,033640::2024,True,False
HIGH,GEMINI,B1,033780::2024,True,False
HIGH,GEMINI,B1,034230::2024,True,False
HIGH,GEMINI,B1,035000::2024,True,False
HIGH,GEMINI,B1,035150::2024,True,False
HIGH,GEMINI,B1,035760::2024,True,False
HIGH,GEMINI,B1,035890::2024,True,False
HIGH,GEMINI,B1,036000::2024,True,False
HIGH,GEMINI,B1,036010::2024,True,False
HIGH,GEMINI,B1,036090::2024,True,False
HIGH,GEMINI,B1,036170::2024,True,False
HIGH,GEMINI,B1,036190::2024,True,False
HIGH,GEMINI,B1,036200::2024,True,False
HIGH,GEMINI,B1,036480::2024,True,False
HIGH,GEMINI,B1,036540::2024,True,False
HIGH,GEMINI,B1,036630::2024,True,False
HIGH,GEMINI,B1,036930::2024,True,False
HIGH,GEMINI,B1,037030::2024,True,False
HIGH,GEMINI,B1,037070::2024,True,False
HIGH,GEMINI,B1,038070::2024,True,False
HIGH,GEMINI,B1,038110::2024,True,False
HIGH,GEMINI,B1,038290::2024,True,False
HIGH,GEMINI,B1,038540::2024,True,False
HIGH,GEMINI,B1,038680::2024,True,False
HIGH,GEMINI,B1,039010::2024,True,False
HIGH,GEMINI,B1,039130::2024,True,False
HIGH,GEMINI,B1,039310::2024,True,False
HIGH,GEMINI,B1,040160::2024,True,False
HIGH,GEMINI,B1,040910::2024,True,False
HIGH,GEMINI,B1,041830::2024,True,False
HIGH,GEMINI,B1,042000::2024,True,False
HIGH,GEMINI,B1,042420::2024,True,False
HIGH,GEMINI,B1,042510::2024,True,False
HIGH,GEMINI,B1,042520::2024,True,False
HIGH,GEMINI,B1,042660::2024,True,False
HIGH,GEMINI,B1,043220::2024,True,False
HIGH,GEMINI,B1,043910::2024,True,False
HIGH,GEMINI,B1,044180::2024,True,False
HIGH,GEMINI,B1,044340::2024,True,False
HIGH,GEMINI,B1,044380::2024,True,False
HIGH,GEMINI,B1,045060::2024,True,False
HIGH,GEMINI,B1,045300::2024,True,False
HIGH,GEMINI,B1,045660::2024,True,False
HIGH,GEMINI,B1,046940::2024,True,False
HIGH,GEMINI,B1,046970::2024,True,False
HIGH,GEMINI,B1,047400::2024,True,False
HIGH,GEMINI,B1,048430::2024,True,False
HIGH,GEMINI,B1,048830::2024,True,False
HIGH,GEMINI,B1,049180::2024,True,False
HIGH,GEMINI,B1,049480::2024,True,False
HIGH,GEMINI,B1,050760::2024,True,False
HIGH,GEMINI,B1,051490::2024,True,False
HIGH,GEMINI,B1,051600::2024,True,False
HIGH,GEMINI,B1,052900::2024,True,False
HIGH,GEMINI,B1,053060::2024,True,False
HIGH,GEMINI,B1,053080::2024,True,False
HIGH,GEMINI,B1,053260::2024,True,False
HIGH,GEMINI,B1,053580::2024,True,False
HIGH,GEMINI,B1,053700::2024,True,False
HIGH,GEMINI,B1,054090::2024,True,False
HIGH,GEMINI,B1,054540::2024,True,False
HIGH,GEMINI,B1,054930::2024,True,False
HIGH,GEMINI,B1,055490::2024,True,False
HIGH,GEMINI,B1,056190::2024,True,False
HIGH,GEMINI,B1,058730::2024,True,False
HIGH,GEMINI,B1,059120::2024,True,False
HIGH,GEMINI,B1,060150::2024,True,False
HIGH,GEMINI,B1,060250::2024,True,False
HIGH,GEMINI,B1,060310::2024,True,False
HIGH,GEMINI,B1,060850::2024,True,False
HIGH,GEMINI,B1,061040::2024,True,False
HIGH,GEMINI,B1,062040::2024,True,False
HIGH,GEMINI,B1,062970::2024,True,False
HIGH,GEMINI,B1,063080::2024,True,False
HIGH,GEMINI,B1,064240::2024,True,False
HIGH,GEMINI,B1,064480::2024,True,False
HIGH,GEMINI,B1,065370::2024,True,False
HIGH,GEMINI,B1,065690::2024,True,False
HIGH,GEMINI,B1,066700::2024,False,True
HIGH,GEMINI,B1,066830::2024,True,False
HIGH,GEMINI,B1,067280::2024,True,False
HIGH,GEMINI,B1,067570::2024,True,False
HIGH,GEMINI,B1,067730::2024,True,False
HIGH,GEMINI,B1,068940::2024,True,False
HIGH,GEMINI,B1,069140::2024,True,False
HIGH,GEMINI,B1,069260::2024,True,False
HIGH,GEMINI,B1,069460::2024,True,False
HIGH,GEMINI,B1,069510::2024,True,False
HIGH,GEMINI,B1,071200::2024,True,False
HIGH,GEMINI,B1,071970::2024,True,False
HIGH,GEMINI,B1,072990::2024,True,False
HIGH,GEMINI,B1,073190::2024,True,False
HIGH,GEMINI,B1,073240::2024,True,False
HIGH,GEMINI,B1,075130::2024,True,False
HIGH,GEMINI,B1,078070::2024,True,False
HIGH,GEMINI,B1,078140::2024,True,False
HIGH,GEMINI,B1,078150::2024,True,False
HIGH,GEMINI,B1,079160::2024,True,False
HIGH,GEMINI,B1,079190::2024,True,False
HIGH,GEMINI,B1,079550::2024,True,False
HIGH,GEMINI,B1,079650::2024,True,False
HIGH,GEMINI,B1,079810::2024,True,False
HIGH,GEMINI,B1,079900::2024,True,False
HIGH,GEMINI,B1,079940::2024,True,False
HIGH,GEMINI,B1,079950::2024,True,False
HIGH,GEMINI,B1,079960::2024,True,False
HIGH,GEMINI,B1,079980::2024,True,False
HIGH,GEMINI,B1,080010::2024,True,False
HIGH,GEMINI,B1,080520::2024,True,False
HIGH,GEMINI,B1,080530::2024,True,False
HIGH,GEMINI,B1,081660::2024,True,False
HIGH,GEMINI,B1,083310::2024,True,False
HIGH,GEMINI,B1,083450::2024,True,False
HIGH,GEMINI,B1,083930::2024,True,False
HIGH,GEMINI,B1,084650::2024,True,False
HIGH,GEMINI,B1,085670::2024,True,False
HIGH,GEMINI,B1,086280::2024,True,False
HIGH,GEMINI,B1,086450::2024,True,False
HIGH,GEMINI,B1,086520::2024,True,False
HIGH,GEMINI,B1,086670::2024,True,False
HIGH,GEMINI,B1,086710::2024,True,False
HIGH,GEMINI,B1,086890::2024,True,False
HIGH,GEMINI,B1,087260::2024,True,False
HIGH,GEMINI,B1,087600::2024,True,False
HIGH,GEMINI,B1,088290::2024,True,False
HIGH,GEMINI,B1,088800::2024,True,False
HIGH,GEMINI,B1,089150::2024,True,False
HIGH,GEMINI,B1,089470::2024,True,False
HIGH,GEMINI,B1,089860::2024,True,False
HIGH,GEMINI,B1,089970::2024,True,False
HIGH,GEMINI,B1,089980::2024,True,False
HIGH,GEMINI,B1,090150::2024,True,False
HIGH,GEMINI,B1,090360::2024,True,False
HIGH,GEMINI,B1,090710::2024,True,False
HIGH,GEMINI,B1,091120::2024,True,False
HIGH,GEMINI,B1,091580::2024,True,False
HIGH,GEMINI,B1,091590::2024,True,False
HIGH,GEMINI,B1,091810::2024,True,False
HIGH,GEMINI,B1,092730::2024,True,False
HIGH,GEMINI,B1,092870::2024,True,False
HIGH,GEMINI,B1,093370::2024,True,False
HIGH,GEMINI,B1,094280::2024,True,False
HIGH,GEMINI,B1,094480::2024,True,False
HIGH,GEMINI,B1,094850::2024,True,False
HIGH,GEMINI,B1,094970::2024,True,False
HIGH,GEMINI,B1,095610::2024,True,False
HIGH,GEMINI,B1,095910::2024,True,False
HIGH,GEMINI,B1,096350::2024,True,False
HIGH,GEMINI,B1,096690::2024,True,False
HIGH,GEMINI,B1,099320::2024,True,False
HIGH,GEMINI,B1,099520::2024,True,False
HIGH,GEMINI,B1,099750::2024,True,False
HIGH,GEMINI,B1,100030::2024,True,False
HIGH,GEMINI,B1,100090::2024,True,False
HIGH,GEMINI,B1,100120::2024,True,False
HIGH,GEMINI,B1,100590::2024,True,False
HIGH,GEMINI,B1,101400::2024,True,False
HIGH,GEMINI,B1,101490::2024,True,False
HIGH,GEMINI,B1,101670::2024,True,False
HIGH,GEMINI,B1,102710::2024,True,False
HIGH,GEMINI,B1,102950::2024,True,False
HIGH,GEMINI,B1,104620::2024,True,False
HIGH,GEMINI,B1,104700::2024,True,False
HIGH,GEMINI,B1,104830::2024,True,False
HIGH,GEMINI,B1,105630::2024,True,False
HIGH,GEMINI,B1,105760::2024,True,False
HIGH,GEMINI,B1,105840::2024,True,False
HIGH,GEMINI,B1,106520::2024,True,False
HIGH,GEMINI,B1,108230::2024,True,False
HIGH,GEMINI,B1,108380::2024,True,False
HIGH,GEMINI,B1,109610::2024,True,False
HIGH,GEMINI,B1,109670::2024,True,False
HIGH,GEMINI,B1,109740::2024,True,False
HIGH,GEMINI,B1,109860::2024,True,False
HIGH,GEMINI,B1,110790::2024,True,False
HIGH,GEMINI,B1,110990::2024,True,False
HIGH,GEMINI,B1,111870::2024,True,False
HIGH,GEMINI,B1,114840::2024,True,False
HIGH,GEMINI,B1,115310::2024,True,False
HIGH,GEMINI,B1,115450::2024,True,False
HIGH,GEMINI,B1,119500::2024,True,False
HIGH,GEMINI,B1,119830::2024,True,False
HIGH,GEMINI,B1,120240::2024,True,False
HIGH,GEMINI,B1,121060::2024,True,False
HIGH,GEMINI,B1,121600::2024,True,False
HIGH,GEMINI,B1,122350::2024,True,False
HIGH,GEMINI,B1,122640::2024,True,False
HIGH,GEMINI,B1,123330::2024,True,False
HIGH,GEMINI,B1,123410::2024,True,False
HIGH,GEMINI,B1,123570::2024,True,False
HIGH,GEMINI,B1,123840::2024,True,False
HIGH,GEMINI,B1,124500::2024,True,False
HIGH,GEMINI,B1,124560::2024,True,False
HIGH,GEMINI,B1,126600::2024,True,False
HIGH,GEMINI,B1,126640::2024,True,False
HIGH,GEMINI,B1,126720::2024,True,False
HIGH,GEMINI,B1,126730::2024,True,False
HIGH,GEMINI,B1,128660::2024,True,False
HIGH,GEMINI,B1,128820::2024,True,False
HIGH,GEMINI,B1,129890::2024,True,False
HIGH,GEMINI,B1,130500::2024,True,False
HIGH,GEMINI,B1,131030::2024,True,False
HIGH,GEMINI,B1,131090::2024,True,False
HIGH,GEMINI,B1,131290::2024,True,False
HIGH,GEMINI,B1,131400::2024,True,False
HIGH,GEMINI,B1,136490::2024,True,False
HIGH,GEMINI,B1,136540::2024,True,False
HIGH,GEMINI,B1,137080::2024,True,False
HIGH,GEMINI,B1,138080::2024,True,False
HIGH,GEMINI,B1,138490::2024,True,False
HIGH,GEMINI,B1,140070::2024,True,False
HIGH,GEMINI,B1,140430::2024,True,False
HIGH,GEMINI,B1,140670::2024,True,False
HIGH,GEMINI,B1,141080::2024,True,False
HIGH,GEMINI,B1,142210::2024,True,False
HIGH,GEMINI,B1,146060::2024,True,False
HIGH,GEMINI,B1,146320::2024,True,False
HIGH,GEMINI,B1,147830::2024,True,False
HIGH,GEMINI,B1,149950::2024,True,False
HIGH,GEMINI,B1,155650::2024,True,False
HIGH,GEMINI,B1,161580::2024,True,False
HIGH,GEMINI,B1,162120::2024,True,False
HIGH,GEMINI,B1,163280::2024,True,False
HIGH,GEMINI,B1,163560::2024,True,False
HIGH,GEMINI,B1,163730::2024,True,False
HIGH,GEMINI,B1,166090::2024,True,False
HIGH,GEMINI,B1,169330::2024,True,False
HIGH,GEMINI,B1,170030::2024,True,False
HIGH,GEMINI,B1,171010::2024,True,False
HIGH,GEMINI,B1,172670::2024,True,False
HIGH,GEMINI,B1,174880::2024,True,False
HIGH,GEMINI,B1,175140::2024,True,False
HIGH,GEMINI,B1,183490::2024,True,False
HIGH,GEMINI,B1,184230::2024,True,False
HIGH,GEMINI,B1,185750::2024,True,False
HIGH,GEMINI,B1,186230::2024,True,False
HIGH,GEMINI,B1,187790::2024,True,False
HIGH,GEMINI,B1,189300::2024,True,False
HIGH,GEMINI,B1,191410::2024,True,False
HIGH,GEMINI,B1,192410::2024,True,False
HIGH,GEMINI,B1,194700::2024,True,False
HIGH,GEMINI,B1,196700::2024,True,False
HIGH,GEMINI,B1,197140::2024,True,False
HIGH,GEMINI,B1,198440::2024,True,False
HIGH,GEMINI,B1,199150::2024,True,False
HIGH,GEMINI,B1,199480::2024,True,False
HIGH,GEMINI,B1,200130::2024,True,False
HIGH,GEMINI,B1,200350::2024,True,False
HIGH,GEMINI,B1,200710::2024,True,False
HIGH,GEMINI,B1,200880::2024,True,False
HIGH,GEMINI,B1,203650::2024,True,False
HIGH,GEMINI,B1,204020::2024,True,False
HIGH,GEMINI,B1,206560::2024,True,False
HIGH,GEMINI,B1,208350::2024,True,False
HIGH,GEMINI,B1,209640::2024,True,False
HIGH,GEMINI,B1,210980::2024,True,False
HIGH,GEMINI,B1,212710::2024,True,False
HIGH,GEMINI,B1,214180::2024,True,False
HIGH,GEMINI,B1,214260::2024,True,False
HIGH,GEMINI,B1,214270::2024,True,False
HIGH,GEMINI,B1,214330::2024,True,False
HIGH,GEMINI,B1,215090::2024,True,False
HIGH,GEMINI,B1,215480::2024,True,False
HIGH,GEMINI,B1,215600::2024,True,False
HIGH,GEMINI,B1,217480::2024,True,False
HIGH,GEMINI,B1,217500::2024,True,False
HIGH,GEMINI,B1,218150::2024,True,False
HIGH,GEMINI,B1,219130::2024,True,False
HIGH,GEMINI,B1,219550::2024,True,False
HIGH,GEMINI,B1,220180::2024,True,False
HIGH,GEMINI,B1,220260::2024,True,False
HIGH,GEMINI,B1,221840::2024,True,False
HIGH,GEMINI,B1,222080::2024,True,False
HIGH,GEMINI,B1,222810::2024,True,False
HIGH,GEMINI,B1,222980::2024,True,False
HIGH,GEMINI,B1,223310::2024,True,False
HIGH,GEMINI,B1,224760::2024,True,False
HIGH,GEMINI,B1,225430::2024,True,False
HIGH,GEMINI,B1,232140::2024,True,False
HIGH,GEMINI,B1,234080::2024,False,True
HIGH,GEMINI,B1,234100::2024,True,False
HIGH,GEMINI,B1,236200::2024,True,False
HIGH,GEMINI,B1,237750::2024,True,False
HIGH,GEMINI,B1,238170::2024,True,False
HIGH,GEMINI,B1,238490::2024,True,False
HIGH,GEMINI,B1,239610::2024,True,False
HIGH,GEMINI,B1,240600::2024,True,False
HIGH,GEMINI,B1,241770::2024,True,False
HIGH,GEMINI,B1,244920::2024,True,False
HIGH,GEMINI,B1,247540::2024,True,False
HIGH,GEMINI,B1,250030::2024,True,False
HIGH,GEMINI,B1,250930::2024,True,False
HIGH,GEMINI,B1,251370::2024,True,False
HIGH,GEMINI,B1,251970::2024,True,False
HIGH,GEMINI,B1,252990::2024,True,False
HIGH,GEMINI,B1,253450::2024,True,False
HIGH,GEMINI,B1,253590::2024,True,False
HIGH,GEMINI,B1,254490::2024,True,False
HIGH,GEMINI,B1,255440::2024,True,False
HIGH,GEMINI,B1,256940::2024,True,False
HIGH,GEMINI,B1,258790::2024,True,False
HIGH,GEMINI,B1,259630::2024,True,False
HIGH,GEMINI,B1,262260::2024,True,False
